Sample_Number,Load_L1_T1,Load_L2_T1,Load_L3_T1,Wind_W1_T1,Wind_W2_T1,Load_L1_T2,Load_L2_T2,Load_L3_T2,Wind_W1_T2,Wind_W2_T2,Load_L1_T3,Load_L2_T3,Load_L3_T3,Wind_W1_T3,Wind_W2_T3,Load_L1_T4,Load_L2_T4,Load_L3_T4,Wind_W1_T4,Wind_W2_T4,Load_L1_T5,Load_L2_T5,Load_L3_T5,Wind_W1_T5,Wind_W2_T5,Load_L1_T6,Load_L2_T6,Load_L3_T6,Wind_W1_T6,Wind_W2_T6,Load_L1_T7,Load_L2_T7,Load_L3_T7,Wind_W1_T7,Wind_W2_T7,Load_L1_T8,Load_L2_T8,Load_L3_T8,Wind_W1_T8,Wind_W2_T8,Load_L1_T9,Load_L2_T9,Load_L3_T9,Wind_W1_T9,Wind_W2_T9,Load_L1_T10,Load_L2_T10,Load_L3_T10,Wind_W1_T10,Wind_W2_T10,Load_L1_T11,Load_L2_T11,Load_L3_T11,Wind_W1_T11,Wind_W2_T11,Load_L1_T12,Load_L2_T12,Load_L3_T12,Wind_W1_T12,Wind_W2_T12,Load_L1_T13,Load_L2_T13,Load_L3_T13,Wind_W1_T13,Wind_W2_T13,Load_L1_T14,Load_L2_T14,Load_L3_T14,Wind_W1_T14,Wind_W2_T14,Load_L1_T15,Load_L2_T15,Load_L3_T15,Wind_W1_T15,Wind_W2_T15,Load_L1_T16,Load_L2_T16,Load_L3_T16,Wind_W1_T16,Wind_W2_T16,Load_L1_T17,Load_L2_T17,Load_L3_T17,Wind_W1_T17,Wind_W2_T17,Load_L1_T18,Load_L2_T18,Load_L3_T18,Wind_W1_T18,Wind_W2_T18,Load_L1_T19,Load_L2_T19,Load_L3_T19,Wind_W1_T19,Wind_W2_T19,Load_L1_T20,Load_L2_T20,Load_L3_T20,Wind_W1_T20,Wind_W2_T20,Load_L1_T21,Load_L2_T21,Load_L3_T21,Wind_W1_T21,Wind_W2_T21,Load_L1_T22,Load_L2_T22,Load_L3_T22,Wind_W1_T22,Wind_W2_T22,Load_L1_T23,Load_L2_T23,Load_L3_T23,Wind_W1_T23,Wind_W2_T23,Load_L1_T24,Load_L2_T24,Load_L3_T24,Wind_W1_T24,Wind_W2_T24
878,56,56,112,10,10,112,112,56,10,30,112,120,112,10,10,120,120,56,10,10,120,56,56,30,30,56,120,120,30,10,56,112,120,30,30,112,112,112,30,30,112,56,112,30,10,120,112,120,10,10,56,120,112,30,30,56,120,56,10,10,56,112,56,30,30,56,112,112,30,30,112,120,112,10,10,56,56,120,10,30,120,56,112,10,30,56,112,112,30,10,56,112,120,30,30,120,56,120,30,10,112,112,56,30,30,112,56,112,30,30,120,56,56,10,10,56,120,56,10,10
879,120,112,56,30,30,112,120,120,10,30,120,56,112,30,30,120,56,112,30,10,120,56,120,10,10,56,120,56,10,10,112,56,120,30,30,120,120,56,10,10,56,112,120,10,30,120,120,56,10,10,112,112,120,10,10,120,120,120,30,10,120,112,120,30,30,120,120,112,10,30,120,120,56,30,10,120,120,56,10,30,112,120,112,10,10,56,56,120,30,10,120,112,112,30,30,120,56,112,10,30,112,120,120,30,30,112,56,56,10,10,56,112,112,10,10,56,112,120,10,30
880,56,120,120,10,30,112,120,112,30,10,112,120,120,10,10,120,56,56,10,30,56,56,112,30,30,56,56,112,10,30,120,120,120,30,30,120,56,112,30,30,112,120,120,30,30,112,56,56,10,10,56,112,56,30,10,120,112,56,30,10,56,120,120,10,10,120,112,56,30,10,112,56,120,30,30,120,112,120,30,10,56,112,120,30,30,112,56,112,10,10,56,56,112,10,10,112,56,112,30,10,120,120,112,30,10,112,120,56,10,10,56,112,120,30,30,56,56,112,30,30
881,56,120,56,30,30,112,112,120,10,10,56,56,120,30,10,120,112,120,30,30,112,56,120,30,10,56,56,112,30,10,112,56,120,10,30,56,56,56,10,10,112,112,56,10,30,112,120,112,10,30,112,112,120,10,10,112,120,112,10,30,120,56,112,10,10,120,112,112,10,30,112,120,56,10,30,112,56,112,10,30,112,112,112,30,30,112,120,56,10,30,56,112,112,30,10,112,112,56,30,30,112,120,56,10,30,112,120,112,10,30,120,112,112,30,10,120,112,120,10,10
882,120,120,120,10,10,112,112,112,30,10,120,56,56,10,30,112,112,56,30,10,112,120,112,10,30,56,56,112,10,30,56,120,120,10,10,56,56,120,30,30,56,120,56,10,10,120,112,112,10,10,56,120,120,30,10,120,112,112,30,10,112,112,112,30,30,120,56,56,30,30,120,56,120,30,30,56,112,120,30,30,56,120,56,10,30,112,120,56,30,30,112,56,56,10,30,120,112,56,10,30,56,120,120,10,10,120,56,56,30,10,120,112,120,30,10,112,120,112,10,10
883,120,120,120,10,30,56,56,56,10,30,56,112,112,10,10,56,120,112,30,10,120,56,112,30,10,56,120,120,30,30,56,120,56,10,10,112,120,56,10,10,120,112,120,30,30,112,56,112,30,30,120,120,120,10,30,112,120,56,30,10,120,120,120,10,30,112,120,112,10,30,56,120,120,10,30,56,112,120,30,10,112,56,120,30,30,112,120,120,30,10,56,112,120,30,10,120,120,56,10,30,112,112,120,10,30,112,56,56,30,30,120,112,112,10,10,56,120,120,30,10
884,112,120,120,30,30,112,56,56,10,10,112,56,112,10,10,56,120,112,10,30,112,120,56,10,10,112,56,120,10,10,120,56,56,30,10,112,56,56,10,10,112,120,112,10,10,56,120,120,10,10,120,112,56,10,10,120,120,112,10,30,56,56,112,10,10,56,56,120,30,10,56,120,112,30,30,120,56,120,10,30,56,120,120,30,30,56,112,120,30,10,56,120,120,10,10,56,56,56,10,10,56,56,112,10,30,56,112,112,10,10,112,112,112,30,30,120,56,56,10,30
885,56,56,112,10,30,56,120,120,30,30,112,120,112,30,10,112,112,112,10,10,56,120,112,10,10,56,112,56,10,10,112,112,120,30,30,120,56,56,30,30,120,120,112,30,30,56,112,56,10,30,120,56,120,10,10,112,112,120,10,10,56,112,56,10,30,56,56,112,10,10,120,56,56,30,30,56,56,112,30,30,112,112,112,30,10,120,112,56,30,30,112,112,56,10,10,56,56,56,10,30,112,120,56,10,10,120,120,120,10,30,120,56,120,10,10,120,56,56,30,10
886,112,120,112,30,10,56,112,56,10,10,112,112,120,10,30,56,120,56,30,30,120,120,56,10,30,112,112,120,30,10,112,112,112,10,10,112,120,56,30,10,112,112,120,30,30,120,120,56,30,30,120,112,112,10,10,112,112,56,30,10,56,112,120,30,30,56,112,112,10,10,56,56,120,30,10,56,56,120,10,10,120,120,112,10,30,120,112,120,30,30,120,56,56,30,10,112,120,56,10,30,120,120,120,10,30,120,56,120,10,30,56,120,56,10,30,112,56,120,30,10
887,112,56,120,10,30,56,120,120,10,30,112,112,120,10,10,120,112,120,10,30,56,112,112,10,30,120,120,56,10,30,56,56,56,10,10,56,56,120,10,10,120,120,56,30,30,120,56,56,30,10,112,120,112,30,30,56,120,120,30,10,120,112,120,10,30,120,120,56,10,10,120,56,56,10,30,120,56,56,10,30,120,120,120,10,10,112,56,112,30,30,56,112,112,10,30,120,112,120,10,30,120,56,120,30,30,112,120,120,30,30,112,120,56,10,30,120,56,112,30,10
888,120,112,56,10,10,56,112,56,30,10,56,56,112,10,10,112,120,120,10,10,56,112,120,30,30,120,56,56,10,30,56,56,112,10,30,56,120,112,10,10,112,112,112,10,30,120,112,56,10,10,120,120,120,10,30,120,120,56,30,30,120,56,120,10,30,120,112,120,30,30,112,120,120,10,10,112,112,120,30,10,56,112,120,10,30,120,112,120,30,30,56,120,56,10,10,120,112,112,10,30,120,56,120,10,10,120,112,112,30,10,56,56,120,30,30,56,120,112,30,30
889,56,56,120,10,30,56,120,120,30,30,56,120,112,10,30,56,120,120,30,10,56,120,112,30,10,56,120,120,10,30,120,56,56,10,30,120,120,120,10,30,112,120,56,10,30,56,120,120,30,30,120,56,56,10,10,112,120,120,10,10,112,120,112,30,10,120,120,112,10,30,120,56,120,30,30,112,120,120,10,30,112,120,112,10,30,120,56,120,30,10,112,120,56,10,30,56,56,120,30,30,120,120,120,30,30,56,112,112,30,30,112,112,56,10,10,112,112,112,30,30
890,56,120,56,30,30,120,56,120,10,10,56,120,120,30,10,120,112,56,30,30,120,120,56,30,30,56,112,112,30,30,56,56,112,30,30,56,120,120,30,30,56,112,120,10,30,120,112,120,10,10,56,120,112,10,30,56,120,56,30,30,120,120,112,10,10,112,112,112,10,30,56,56,112,10,30,120,120,120,30,10,56,120,120,10,10,120,56,120,30,30,56,120,120,10,10,56,112,112,10,10,112,112,56,10,30,112,120,120,10,30,120,120,56,30,30,112,120,112,10,30
891,56,112,120,30,30,112,120,112,10,10,112,56,56,10,10,56,56,56,30,30,56,120,120,30,10,120,120,120,30,10,112,112,112,30,10,120,112,112,10,30,56,56,56,10,30,112,120,112,30,10,120,112,56,30,30,56,112,120,30,30,120,120,120,30,30,56,112,112,30,10,120,120,120,30,30,120,56,120,30,10,112,56,120,10,10,56,56,112,30,30,120,56,112,30,10,112,56,120,30,30,120,120,56,10,10,56,112,120,10,10,112,112,112,10,30,112,120,120,30,30
892,112,120,120,30,10,56,120,120,30,30,120,56,56,10,30,56,120,112,10,30,112,112,56,30,30,120,112,112,30,10,56,112,112,30,30,120,120,120,10,10,112,120,120,30,30,120,112,112,10,10,112,120,56,10,30,56,120,112,10,10,112,56,120,30,10,56,120,112,30,10,120,56,120,10,10,112,56,112,10,30,112,120,112,30,30,56,112,120,30,30,56,112,120,30,30,56,112,112,30,10,56,120,56,10,10,56,112,56,10,30,120,120,120,30,30,56,120,120,10,30
893,56,120,120,10,30,112,56,112,30,10,120,112,56,10,30,56,112,112,30,30,120,112,120,30,10,112,120,56,30,10,120,56,56,10,10,120,112,112,30,30,56,112,112,10,10,120,56,112,10,30,56,56,120,30,30,112,120,120,30,30,120,112,112,10,10,120,112,112,30,30,56,120,56,10,30,120,56,112,10,30,56,112,120,10,30,56,56,56,10,30,120,112,112,10,10,56,56,56,30,10,112,120,120,10,30,112,120,56,10,10,112,56,56,30,10,112,120,120,10,30
894,56,120,120,30,30,112,120,120,10,10,120,56,56,30,30,120,120,120,10,30,112,120,112,30,10,56,120,120,30,30,56,56,112,10,30,120,120,112,10,10,56,56,56,10,30,120,56,56,30,10,56,120,120,10,30,112,56,112,10,10,56,120,120,30,30,120,56,56,10,30,56,112,112,10,30,56,112,120,30,10,56,120,120,30,30,56,56,112,30,10,56,112,112,30,10,56,56,112,30,10,56,112,56,10,30,120,112,120,30,30,120,56,56,10,10,112,112,56,30,10
895,56,120,112,30,10,56,56,112,10,10,112,120,112,10,10,120,120,112,30,30,56,120,112,10,10,120,112,112,10,10,56,56,56,30,30,56,120,120,30,30,120,112,112,10,10,112,112,56,10,10,120,56,56,10,10,120,56,120,30,10,120,112,56,10,30,56,112,56,30,10,112,120,112,30,10,112,112,112,10,30,56,56,120,30,10,120,112,56,30,10,120,112,120,30,10,56,112,120,10,10,56,56,56,10,10,120,56,112,30,10,120,120,112,10,10,56,112,112,10,30
896,56,120,112,10,10,112,120,112,10,10,112,112,112,10,10,56,56,56,30,10,120,112,120,10,30,120,120,112,30,30,112,112,120,10,10,120,112,120,10,10,56,120,56,30,10,56,56,112,30,30,120,112,120,30,10,112,56,120,30,30,120,56,120,10,30,112,112,56,30,10,120,56,112,30,30,120,112,120,10,30,112,112,120,10,10,112,56,112,10,30,120,56,56,30,30,56,56,56,30,30,120,56,120,10,30,112,112,112,30,30,56,56,112,30,30,56,120,56,30,30
897,120,56,56,30,10,120,120,120,10,10,112,112,120,30,30,120,56,120,30,10,56,112,56,30,30,120,112,112,30,10,56,56,120,10,10,112,120,112,10,30,112,112,120,10,30,112,56,112,30,30,56,120,56,10,30,112,56,120,10,30,120,120,112,30,10,112,112,120,10,30,112,56,120,30,10,56,112,120,30,10,56,56,112,30,30,112,120,120,10,30,112,56,112,30,10,56,56,112,30,30,56,120,120,10,10,112,112,56,30,30,56,112,112,30,30,56,112,120,10,10
898,56,56,120,30,30,120,120,112,10,10,56,112,120,30,10,120,56,112,30,30,56,120,56,30,30,112,56,56,30,10,56,56,56,10,10,120,112,120,30,30,112,120,120,10,30,112,56,112,10,30,56,112,112,10,30,56,120,112,30,30,56,120,112,30,30,56,120,120,10,30,112,120,120,10,30,56,112,120,10,30,112,112,56,30,30,56,56,56,30,10,120,112,120,30,30,120,112,112,10,30,112,120,120,30,30,112,120,56,10,10,56,112,112,30,10,120,112,56,30,10
899,56,56,56,10,30,56,112,56,30,30,120,120,56,10,10,56,56,112,10,10,120,112,56,10,10,112,56,120,10,30,120,56,112,30,30,112,112,112,10,30,112,120,120,30,10,56,120,56,30,30,120,120,120,30,30,120,112,120,30,30,120,56,112,30,10,56,56,56,10,10,112,56,120,30,30,120,120,56,10,30,112,112,56,30,30,112,56,56,10,10,112,56,112,10,10,56,112,56,30,30,112,56,120,10,10,112,56,112,10,10,56,112,120,30,10,120,112,56,10,30
900,56,120,120,10,10,112,56,120,30,10,56,56,56,30,30,56,56,56,30,30,56,112,120,30,10,120,112,56,30,30,56,56,56,30,10,120,56,120,30,10,56,112,120,30,30,112,56,56,10,30,120,120,120,10,30,56,112,56,10,10,120,120,56,10,10,112,112,120,30,10,120,120,120,30,30,56,120,56,10,30,120,120,112,30,30,112,56,56,30,30,120,112,120,30,30,120,120,112,10,10,56,56,56,30,30,120,56,112,30,10,120,56,56,30,30,112,112,56,10,10
901,120,112,56,30,30,56,112,56,30,30,120,56,120,10,10,56,112,112,10,10,112,56,120,30,10,56,56,112,30,30,56,112,120,10,10,112,120,112,30,30,120,56,56,30,30,120,112,112,10,10,56,112,56,30,30,112,56,56,10,30,112,56,120,10,30,112,56,120,10,30,112,120,56,30,30,112,120,56,30,30,120,120,112,30,30,120,120,56,30,10,56,56,120,10,10,56,56,112,10,30,112,112,112,30,30,56,120,56,10,10,120,56,112,10,10,56,112,56,10,30
902,56,120,112,10,10,112,56,56,30,10,56,112,56,10,30,120,120,56,30,30,112,56,120,30,30,112,120,56,30,30,120,120,112,10,10,112,56,120,10,10,56,112,120,30,30,120,120,56,30,10,112,112,56,10,30,56,56,56,30,30,120,112,56,30,10,56,120,120,30,10,120,112,112,10,30,112,56,120,30,30,56,120,112,10,10,112,120,112,30,10,112,120,120,30,10,120,56,120,10,10,112,56,120,10,30,56,112,112,10,10,112,112,112,10,10,120,120,112,10,10
903,112,120,112,30,30,120,56,120,30,30,56,56,112,10,30,120,120,56,30,10,120,112,56,30,30,112,120,112,30,30,112,120,112,30,10,56,112,112,30,30,120,120,112,30,30,120,120,120,10,10,56,112,120,30,30,120,112,120,10,30,112,120,112,30,30,120,112,120,30,10,112,112,120,30,30,112,120,112,10,10,56,120,120,30,10,120,120,120,10,30,120,120,120,10,10,112,112,112,10,10,120,112,56,30,10,56,112,120,10,10,120,56,112,30,30,120,120,112,30,30
904,120,112,120,10,30,112,120,120,30,30,112,120,120,30,30,56,56,56,10,10,112,120,56,10,30,56,120,56,10,30,56,120,112,30,30,112,120,112,30,30,120,56,120,10,30,112,112,112,30,10,120,112,112,10,30,56,120,120,10,10,56,112,56,10,10,56,56,112,10,30,120,120,120,30,30,56,120,120,30,30,120,56,56,10,10,112,120,56,10,30,56,112,112,10,30,56,112,120,10,30,56,112,112,30,30,56,120,56,10,10,112,112,120,10,30,120,112,120,10,10
905,56,120,56,10,30,120,120,112,30,30,56,112,120,10,30,112,120,56,30,30,112,120,56,10,30,112,112,112,10,30,56,120,112,10,10,112,112,120,30,30,112,56,112,30,10,56,120,112,30,10,112,56,112,30,10,56,120,56,10,10,56,120,56,10,10,56,112,112,30,30,56,56,56,30,10,120,120,120,30,10,120,120,56,30,10,120,120,56,30,10,56,112,120,30,30,112,112,112,30,10,56,56,120,30,30,112,56,120,10,30,56,120,56,10,30,112,112,56,30,30
906,120,56,112,10,30,112,120,120,30,10,112,120,112,30,30,120,56,56,30,10,56,120,56,10,10,112,120,112,10,10,120,112,112,30,10,112,56,56,30,30,112,112,112,30,30,120,120,56,10,30,112,112,112,30,30,120,112,120,10,10,120,56,56,30,30,120,56,56,10,10,56,112,112,30,30,56,112,112,30,30,112,56,56,10,30,56,112,56,30,30,112,120,56,10,10,120,112,120,30,10,56,120,112,10,30,56,112,112,10,10,120,120,56,10,10,120,120,112,10,10
907,112,56,56,30,30,120,56,112,30,30,56,120,120,30,10,56,56,120,30,30,112,56,112,30,10,112,112,120,10,30,112,112,56,10,30,56,120,120,30,10,120,56,112,10,10,120,120,56,10,10,120,56,56,10,30,56,120,112,10,30,112,112,120,30,30,56,120,56,10,30,112,56,112,30,30,120,56,56,10,10,56,120,112,10,30,112,112,112,30,10,112,112,56,10,10,112,112,120,10,10,120,56,120,30,10,112,56,112,30,10,120,112,56,30,30,56,120,56,10,30
908,120,56,120,30,10,56,120,120,10,10,56,120,56,30,10,112,112,56,30,10,120,120,112,10,30,56,56,56,10,10,112,56,120,30,30,56,112,112,10,30,120,112,112,10,30,120,112,120,30,30,56,120,120,30,30,56,56,112,30,10,120,56,56,30,30,120,56,112,10,10,120,56,112,10,30,56,56,56,10,30,120,120,56,30,10,56,120,112,10,30,120,112,112,30,10,120,112,112,30,30,112,56,112,10,30,56,56,56,30,10,120,112,120,10,10,120,112,120,30,10
909,56,56,112,10,30,120,120,120,10,30,120,112,56,30,10,120,120,112,30,10,112,56,120,30,10,56,56,56,10,10,56,112,56,10,10,120,56,120,30,30,56,120,120,30,10,120,56,112,10,10,120,56,120,30,30,56,112,120,30,10,112,120,56,10,30,112,56,56,30,30,112,112,112,10,10,56,56,56,10,10,120,112,56,10,10,120,120,120,30,30,112,112,56,10,10,56,112,112,30,30,112,120,112,30,30,112,112,56,10,30,56,112,112,10,10,120,56,112,10,10
910,56,120,56,10,30,56,56,120,30,10,56,56,112,10,10,56,120,120,30,10,56,120,56,10,10,56,120,56,30,10,120,120,112,10,10,56,120,120,30,30,56,112,56,10,10,120,56,56,10,30,112,56,120,10,10,112,120,56,10,10,56,112,120,10,10,120,56,56,10,30,56,120,120,10,10,120,112,120,30,10,112,120,112,30,10,120,56,112,10,10,112,112,120,30,10,112,56,112,30,10,120,56,112,10,10,120,112,56,30,10,120,112,120,30,10,112,56,112,10,10
911,120,112,120,30,30,112,56,120,10,10,112,120,112,30,30,56,112,112,10,30,112,112,112,30,10,56,112,112,30,30,56,120,56,30,10,56,120,112,30,30,56,112,56,30,10,56,120,112,10,10,56,112,112,30,10,120,56,120,10,30,112,112,56,30,10,56,56,120,10,10,56,56,56,30,10,56,56,56,30,30,120,56,56,30,10,120,120,56,30,30,112,56,112,30,10,120,56,56,30,30,112,56,120,10,10,112,120,56,10,30,112,120,120,10,30,112,120,56,10,30
912,56,112,120,30,10,120,56,56,10,30,56,56,120,10,10,56,56,56,10,30,112,56,112,10,30,120,120,120,30,30,120,112,56,30,30,112,120,112,10,10,120,112,56,30,30,56,56,120,10,10,112,56,112,10,30,56,56,112,30,10,120,56,112,30,30,120,112,120,30,10,120,112,120,30,30,56,112,120,10,10,112,112,56,30,30,112,56,120,30,30,56,56,120,30,10,120,120,56,30,30,56,112,56,10,30,112,112,56,10,30,120,120,56,30,10,56,56,112,30,30
913,112,120,112,30,10,120,56,120,30,30,56,120,112,30,10,56,56,120,30,30,56,112,56,30,30,56,112,56,10,10,112,56,112,10,10,112,112,56,10,10,120,120,112,30,30,56,120,56,30,30,120,112,120,30,30,112,112,120,30,10,120,56,112,30,30,56,120,120,30,10,56,56,120,30,10,56,56,112,30,30,120,120,56,30,30,56,112,120,30,30,120,112,56,30,30,120,56,112,10,10,120,120,56,10,30,120,56,112,30,10,120,56,56,10,30,56,56,56,10,30
914,120,112,120,30,30,120,56,112,30,10,120,56,120,10,30,56,120,112,10,10,56,112,112,30,30,112,120,120,10,30,112,112,112,10,30,56,120,112,10,30,112,56,120,10,10,112,112,56,10,10,56,56,120,30,30,56,112,56,10,10,120,120,112,10,30,112,120,112,30,30,112,112,112,30,10,120,120,120,10,30,120,120,56,30,30,56,112,120,30,10,120,112,120,10,30,56,112,56,30,10,56,56,120,30,10,120,56,120,30,30,112,120,120,10,10,56,120,120,10,30
915,112,112,112,10,10,56,112,112,10,30,112,112,56,30,10,112,120,120,10,10,112,56,56,10,10,120,56,120,30,30,112,120,120,10,10,112,112,120,10,10,56,112,56,30,10,112,120,112,10,30,112,112,120,10,10,56,56,112,10,30,112,120,56,10,10,56,112,112,30,10,112,56,56,10,30,112,120,112,10,10,120,120,120,30,10,112,112,112,10,30,112,120,56,10,10,56,56,120,30,30,120,112,56,30,10,112,56,56,10,10,56,120,120,30,30,112,112,56,30,10
916,120,112,56,30,10,56,56,112,30,10,120,112,120,10,30,112,120,112,10,10,56,120,56,10,10,112,56,120,30,10,112,112,120,10,10,56,120,56,30,10,56,120,112,10,10,112,56,120,30,30,56,56,120,30,30,120,56,120,10,10,112,120,56,30,10,56,120,56,30,10,120,112,112,10,10,112,56,120,30,10,112,56,120,30,10,120,120,112,10,30,56,112,56,10,30,120,120,112,10,30,120,112,56,30,10,120,56,120,30,10,56,56,112,10,10,112,120,120,30,30
917,120,120,112,30,30,56,56,56,30,30,112,56,56,30,10,112,120,56,10,10,120,56,56,30,30,56,112,112,30,10,56,112,56,10,30,56,56,112,10,30,56,112,120,10,30,120,56,56,30,30,56,56,56,10,30,56,120,112,30,30,56,56,112,30,10,120,112,56,30,10,112,120,112,30,30,120,112,56,30,30,56,112,56,30,10,120,120,112,10,10,120,120,56,30,10,56,120,112,10,30,112,120,56,30,10,120,56,120,10,10,120,120,56,30,10,120,120,120,30,10
918,112,112,112,30,30,112,120,120,30,30,112,120,56,30,10,112,112,56,30,30,120,56,120,30,10,56,56,120,30,30,56,120,112,30,10,112,56,120,30,10,56,112,112,10,10,120,56,120,10,10,120,112,112,10,30,56,120,112,10,30,112,112,56,10,10,56,112,112,30,30,112,56,120,10,10,120,112,120,30,10,112,120,56,30,10,112,120,56,30,10,112,56,56,30,30,56,112,120,30,30,120,120,56,10,10,120,112,112,10,10,112,112,112,10,10,120,112,112,10,30
919,112,120,120,10,10,56,120,120,10,10,56,120,120,10,10,112,56,112,10,10,112,56,112,10,30,56,112,112,30,30,56,120,112,30,10,112,120,56,10,30,56,56,56,10,30,56,112,112,10,30,120,56,120,30,30,56,56,112,10,30,112,120,120,30,30,112,56,120,30,30,112,112,120,10,10,112,56,120,30,10,112,56,112,30,10,120,56,112,10,10,112,56,56,10,30,56,112,120,10,10,120,112,112,10,10,120,56,112,30,30,56,120,120,10,30,56,112,120,30,30
920,112,112,112,10,30,112,56,112,30,30,112,112,56,10,30,120,112,56,10,30,56,56,56,30,10,56,56,112,10,30,56,112,112,30,10,120,56,112,10,30,56,56,56,30,30,56,56,56,30,30,112,112,56,30,10,120,56,120,30,10,56,112,56,10,30,56,56,120,30,30,56,56,112,10,10,112,120,120,30,10,56,112,112,10,30,56,56,56,30,10,56,120,120,10,10,112,120,120,10,10,120,112,112,30,30,112,120,112,30,10,120,112,120,30,10,112,120,112,30,10
921,112,112,120,30,10,112,112,56,30,30,56,120,112,30,10,120,120,120,10,30,120,56,120,30,10,120,112,120,10,30,120,120,56,10,10,120,56,112,10,10,120,120,112,30,10,120,112,120,10,10,120,120,112,10,10,112,56,112,30,10,112,112,112,30,30,56,120,112,30,30,112,56,56,30,10,112,120,120,30,10,56,56,56,10,30,112,112,56,10,10,120,112,120,10,10,56,56,112,10,10,120,120,56,10,10,56,120,120,30,10,56,112,112,10,10,112,112,56,30,10
922,56,112,120,30,10,56,56,120,10,10,56,56,112,10,30,56,56,56,30,30,120,120,120,10,10,120,120,120,10,10,120,56,56,10,30,56,56,56,10,10,120,56,120,10,30,56,112,120,10,30,120,56,120,10,10,120,56,112,10,30,56,56,120,30,10,120,56,112,30,10,120,56,112,30,30,112,56,112,30,10,120,120,120,10,10,120,120,120,30,10,120,120,56,30,30,56,120,56,10,10,56,120,120,30,30,120,56,56,10,10,56,120,120,30,10,56,120,120,30,30
923,120,120,112,30,10,56,56,120,10,10,56,56,112,30,30,120,112,112,30,30,120,112,120,10,30,112,120,120,10,30,120,112,120,10,10,120,120,112,30,30,120,56,112,30,10,112,112,112,10,10,120,56,120,10,10,120,112,112,30,30,112,56,56,10,10,56,120,120,30,30,112,112,112,30,30,120,120,56,10,10,112,56,112,30,30,56,120,120,10,10,112,112,112,30,10,120,56,56,10,30,112,120,120,30,30,112,112,112,30,10,56,56,120,10,30,120,56,120,30,30
924,112,112,56,30,30,56,120,56,10,10,112,120,112,10,10,56,120,56,10,30,56,120,120,30,10,120,120,120,10,10,112,120,120,30,30,112,56,120,10,30,56,120,112,30,30,120,112,120,10,30,56,56,120,30,30,56,112,56,30,30,56,112,56,10,30,56,112,112,30,30,56,56,120,30,10,120,56,56,10,10,120,120,120,30,30,112,56,120,10,10,112,56,120,30,30,56,120,112,30,10,112,112,112,10,10,120,56,120,30,30,56,56,112,30,10,56,112,120,10,30
925,112,56,56,30,30,112,56,120,10,10,112,112,56,30,10,56,112,112,10,30,56,120,120,10,30,120,120,120,10,10,56,112,112,10,30,112,112,120,10,10,120,112,56,30,30,56,112,112,30,10,56,112,56,30,10,56,56,112,10,30,120,112,56,30,10,56,112,120,30,30,120,112,112,30,30,112,120,56,30,10,56,120,120,10,30,112,56,112,10,30,112,56,56,30,30,112,56,56,30,30,112,112,112,10,10,120,120,120,30,30,56,112,56,10,30,120,120,56,30,10
926,120,56,112,10,30,112,112,120,10,10,56,56,120,10,30,56,56,120,30,10,56,120,56,30,30,120,56,112,10,30,112,112,56,10,30,112,112,112,30,10,120,120,56,10,10,56,112,56,10,10,112,56,120,10,10,120,120,120,10,30,112,120,112,30,30,120,120,112,10,30,56,120,120,10,10,56,56,56,10,30,56,120,112,30,10,112,120,120,10,30,120,112,56,30,30,120,120,56,30,30,56,56,120,30,10,112,112,56,10,10,112,112,56,10,10,112,112,112,10,30
927,120,112,56,10,30,112,112,120,10,10,120,56,56,10,10,56,120,120,10,10,112,112,120,10,10,56,120,56,10,10,120,120,56,30,10,112,120,120,10,30,56,120,56,10,10,120,112,120,10,10,120,120,56,30,30,112,112,56,30,30,56,56,120,10,10,112,56,56,10,30,120,112,112,10,30,112,120,120,30,30,56,120,56,30,30,120,112,56,10,10,112,56,56,30,30,112,56,56,30,10,56,120,112,30,10,56,112,112,10,10,120,56,56,30,10,56,120,112,10,10
928,120,112,112,30,30,112,120,112,30,30,56,56,112,10,30,120,120,56,30,10,112,112,56,30,10,56,120,112,10,10,120,112,56,10,10,112,120,120,10,10,120,56,56,30,10,120,112,56,10,10,56,120,56,10,10,112,56,56,10,10,112,56,120,30,30,112,112,120,10,10,120,112,56,30,30,112,56,56,10,10,120,56,56,30,10,120,112,120,30,30,120,56,56,30,30,56,120,120,30,10,120,112,112,30,10,56,56,56,30,30,120,56,56,30,10,56,56,120,30,30
929,112,120,120,30,10,112,56,56,30,10,112,120,120,10,30,112,56,120,30,30,112,56,112,30,30,56,56,56,10,30,56,120,120,10,30,56,112,112,30,30,120,120,112,30,30,56,112,120,30,30,120,56,120,10,30,112,112,112,10,30,120,112,56,30,30,56,120,56,10,30,120,112,120,10,30,120,120,112,10,10,112,56,120,10,30,56,112,56,30,30,120,56,56,10,30,120,120,56,10,10,120,112,112,30,10,112,56,56,10,10,120,112,112,30,10,120,120,120,30,30
930,112,112,112,30,30,120,56,120,10,30,56,120,112,10,10,112,112,56,30,30,56,112,56,10,30,120,112,112,30,10,120,120,120,10,10,120,112,112,10,30,112,120,112,30,10,112,112,112,10,30,56,56,112,10,10,112,112,120,30,30,56,112,120,30,10,112,112,112,30,10,56,112,120,10,30,56,56,120,30,10,120,120,56,30,30,112,112,120,10,30,56,56,56,30,10,56,56,56,30,30,120,56,112,10,30,56,120,56,30,30,56,120,56,10,30,112,120,56,10,30
